Client_ID,Region,Client_Location,Client_Tenure_Months,Service_Type,Support_Access,Engagement_Type,Monthly_Client_Value,Cumulative_Client_Value,Churn_Status,Churn_Flag,CLTV,Churn Reason,Client_Health_Index,Content_Quality_Score,Content_Score_Trend_30D,Guideline_Compliance_Score,Compliance_Flags,Critical_Compliance_Issues,Engagement_Score,Monthly_Engagements,Client_Meetings,Report_Views,Response_Rate,Support_Tickets,Unresolved_Support_Tickets,Avg_Resolution_Time,Days_Since_Last_Engagement,Search_Visibility_Change,Traffic_Change,noise_control_1,noise_control_2
7758-XKCBS,California,Reseda,15,DSL,Yes,Month-to-month,29.7,438.25,Yes,1,5518,Competitor offered more data,-0.734,50.3,-3.8,74.5,4.8,0.4,38.4,10.5,1.1,-0.5,66.4,-0.1,3.2,32.3,78.8,-9.2,-8.4,64.4,0.4
8992-JQYUN,California,San Fernando,1,DSL,No,Month-to-month,50.35,50.35,Yes,1,4526,Competitor offered more data,-0.808,55.4,-2.7,61.0,2.8,0.4,36.3,4.9,0.8,9.3,28.2,5.0,2.8,52.9,18.3,4.5,2.0,71.8,3.5
0617-AQNWT,California,North Hills,64,DSL,Yes,Two year,47.85,3147.5,Yes,1,6347,Competitor made better offer,0.523,79.2,-7.6,70.1,0.7,-0.3,55.8,3.7,2.1,12.8,58.2,4.7,2.2,28.1,61.3,-3.3,1.7,79.7,4.3
2446-PLQVO,California,Santa Clarita,1,Fiber optic,No,Month-to-month,70.3,70.3,Yes,1,4512,Don't know,0.02,82.4,-7.3,76.4,5.4,0.7,65.1,11.6,2.1,17.7,71.7,2.2,1.0,35.0,0.4,-11.7,-0.5,73.8,1.7
3005-NFMTA,California,Valencia,55,Fiber optic,No,Month-to-month,98.8,5617.75,Yes,1,5543,Price too high,-0.284,78.4,5.7,62.6,1.0,0.7,74.0,6.7,1.1,9.8,78.1,3.7,-0.5,37.2,36.3,-1.6,8.4,71.5,0.0
8784-CGILN,California,Tarzana,18,Fiber optic,Yes,Month-to-month,99.85,1776.95,Yes,1,3068,Product dissatisfaction,-0.568,61.8,-14.2,76.5,-0.1,0.0,59.0,5.6,1.6,6.4,75.4,6.9,0.3,47.8,49.0,-12.2,-17.2,70.4,7.3
5389-FFVKB,California,Thousand Oaks,32,Fiber optic,No,Month-to-month,80.3,2483.05,Yes,1,5365,Service dissatisfaction,-0.081,37.1,1.1,83.5,3.9,1.3,98.2,5.6,1.6,15.8,75.7,3.1,1.0,33.0,26.1,-9.5,-6.7,75.2,1.1
8444-WRIDW,California,Thousand Oaks,66,Fiber optic,No,Month-to-month,80.45,5224.35,Yes,1,5011,Lack of self-service on Website,-1.715,62.1,-9.1,74.3,2.2,3.1,36.2,3.6,-0.2,14.3,67.0,7.8,-0.5,23.1,53.4,-15.4,20.3,77.4,1.8
9451-LPGOO,California,Panorama City,7,Fiber optic,No,Month-to-month,86.8,620.35,Yes,1,3780,Network reliability,0.096,84.9,-8.2,81.2,2.9,1.5,71.9,2.4,2.0,1.2,,3.3,2.1,43.7,40.2,6.3,-10.0,77.2,0.2
5868-YWPDW,California,Sherman Oaks,6,Fiber optic,No,Month-to-month,84.2,519.15,Yes,1,5834,Limited range of services,-0.358,79.6,11.1,55.7,5.4,0.6,39.1,4.8,-0.4,6.1,53.9,4.8,2.1,36.6,48.4,7.1,-0.1,74.1,7.2
2025-JKFWI,California,Burbank,13,Fiber optic,Yes,Month-to-month,99.0,1301.7,Yes,1,3493,Lack of affordable download/upload speed,-0.185,71.3,-8.9,88.3,0.2,0.6,83.8,4.5,2.0,-4.6,57.8,5.7,2.2,56.8,32.2,-13.3,-5.4,65.0,5.9
4078-SAYYN,California,Burbank,11,Fiber optic,No,Month-to-month,100.75,1129.75,Yes,1,2229,Long distance charges,0.578,55.5,-8.0,62.4,1.8,0.1,85.3,8.1,0.4,5.3,79.6,0.6,2.3,16.7,17.4,1.7,-17.0,70.4,3.1
9940-HPQPG,California,North Hollywood,9,Fiber optic,No,Month-to-month,91.75,865.8,Yes,1,4176,Extra data charges,-2.161,48.7,-9.1,65.6,6.0,0.8,55.2,6.7,0.6,15.7,68.8,6.3,0.2,42.9,55.2,-4.7,-19.4,66.7,5.1
6618-RYATB,California,North Hollywood,1,Fiber optic,No,Month-to-month,79.55,79.55,Yes,1,5571,Price too high,-2.24,77.8,-13.4,73.0,4.8,1.9,15.5,6.0,1.3,-2.4,,4.4,1.5,26.4,46.7,-14.5,-19.6,76.6,1.6
9079-YEXQJ,California,Chino,54,Fiber optic,Yes,Month-to-month,111.1,6014.85,Yes,1,5527,Product dissatisfaction,0.334,51.5,-0.8,80.7,1.8,1.3,73.0,8.3,0.5,14.7,58.4,5.9,-0.3,34.6,32.1,-7.2,10.2,68.9,5.1
2685-SREOM,California,Rancho Cucamonga,25,Fiber optic,No,Month-to-month,89.1,2368.4,Yes,1,4793,Service dissatisfaction,-0.225,51.7,-1.3,62.1,6.2,-0.2,44.7,-1.5,3.4,12.9,54.3,3.0,0.8,37.3,30.6,10.6,-10.5,69.2,2.0
0402-CQAJN,California,El Monte,37,Fiber optic,No,Month-to-month,101.9,3545.35,Yes,1,4437,Lack of self-service on Website,0.029,78.2,-0.0,64.9,2.1,0.9,66.9,4.0,4.7,6.6,51.7,2.8,0.5,51.7,37.7,-11.8,11.7,89.3,2.8
6692-UDPJC,California,South El Monte,14,Fiber optic,Yes,Month-to-month,91.65,1301.0,Yes,1,4304,Network reliability,-0.647,58.0,-4.4,76.0,3.3,1.6,31.5,-2.6,0.4,5.8,68.2,2.2,-1.1,43.9,28.6,0.9,-10.6,70.9,0.1
1273-MTETI,California,Rancho Cucamonga,4,Fiber optic,No,Month-to-month,88.85,372.45,Yes,1,2754,Don't know,0.25,53.9,-6.0,81.9,4.8,0.3,65.5,10.4,1.7,21.0,84.5,3.2,2.2,27.7,23.7,2.5,5.1,50.3,0.0
5480-HPRRX,California,Glendora,3,DSL,No,Month-to-month,25.3,77.75,Yes,1,3542,Attitude of support person,0.493,87.7,4.1,66.7,3.5,0.3,57.3,6.0,4.1,18.4,75.7,4.3,2.9,33.7,10.3,18.9,4.5,91.9,0.0
0295-PPHDO,California,La Puente,1,Fiber optic,No,Month-to-month,95.45,95.45,Yes,1,5962,Attitude of support person,0.059,72.6,-2.4,79.9,4.4,1.1,47.4,5.2,-1.0,26.4,64.9,3.6,0.4,46.5,36.7,7.4,-0.4,72.0,2.1
1195-OIYEJ,California,La Puente,13,Fiber optic,No,Month-to-month,91.1,1135.7,Yes,1,5347,Attitude of support person,-0.55,59.1,-6.8,58.4,1.2,1.3,64.9,2.1,1.6,-8.6,92.0,8.9,0.9,16.5,22.6,-16.2,5.4,68.2,0.0
5906-CVLHP,California,Rowland Heights,45,DSL,Yes,One year,54.15,2319.8,Yes,1,2761,Attitude of service provider,-1.734,43.6,3.8,75.1,5.4,1.4,46.1,8.0,0.4,10.1,53.8,4.1,3.4,49.8,53.9,-17.2,-6.0,68.2,9.5
4501-EQDRN,California,Montclair,1,Fiber optic,No,Month-to-month,69.7,69.7,Yes,1,4620,Attitude of service provider,0.326,93.0,-1.7,68.2,2.3,0.7,58.5,6.6,3.5,-5.3,89.2,1.3,1.1,24.8,50.0,-6.3,7.9,68.0,4.7
2990-HWIML,California,Ontario,6,Fiber optic,No,Month-to-month,89.5,573.3,Yes,1,2898,Attitude of service provider,0.786,70.6,8.1,79.7,0.6,0.7,76.9,6.5,1.9,12.2,52.7,2.6,1.7,26.8,56.1,1.3,-13.5,86.8,3.1
7384-GHBPI,California,San Dimas,3,DSL,No,Month-to-month,35.15,99.75,Yes,1,2987,Attitude of support person,0.224,,7.5,75.8,2.5,0.4,91.5,6.6,2.7,9.6,70.0,4.1,-0.0,34.1,30.5,-15.1,-12.5,65.2,2.3
7603-USHJS,California,San Gabriel,12,Fiber optic,No,Month-to-month,73.75,871.4,Yes,1,2010,Attitude of support person,-1.136,71.3,4.1,82.8,3.3,0.1,55.6,4.7,-0.1,-0.2,42.1,1.7,2.8,22.2,93.4,-2.7,-11.8,65.2,2.9
7234-FECYN,California,San Gabriel,8,Fiber optic,No,Month-to-month,101.35,780.5,Yes,1,5546,Attitude of support person,0.288,62.0,3.9,79.3,5.1,-0.6,32.6,5.6,3.5,7.0,52.2,6.2,1.8,15.5,43.1,1.2,-11.5,70.0,5.4
5876-HZVZM,California,West Covina,6,DSL,No,Month-to-month,55.9,365.35,Yes,1,4914,Attitude of service provider,0.448,63.0,-0.5,71.5,2.6,1.0,37.7,11.5,0.3,9.6,55.0,2.6,0.6,40.7,33.0,-3.9,3.5,53.4,2.1
1400-MMYXY,California,Alhambra,3,Fiber optic,No,Month-to-month,105.9,334.65,Yes,1,2715,Attitude of service provider,1.079,89.9,0.8,83.7,0.3,0.4,68.3,12.5,3.8,16.3,73.1,6.3,0.8,24.7,60.5,10.9,3.4,67.0,0.3
3085-QUOZK,California,Alpine,1,DSL,No,Month-to-month,43.95,43.95,Yes,1,3238,Attitude of service provider,-1.213,77.7,-6.9,92.3,1.4,1.3,67.1,4.2,1.3,-0.4,50.0,7.6,-0.7,40.4,28.2,-1.0,9.9,83.7,0.7
3926-CUQZX,California,Campo,1,DSL,No,Month-to-month,45.1,45.1,Yes,1,4884,Don't know,-0.605,40.9,-18.6,80.7,2.6,0.2,57.2,1.6,-2.3,3.9,28.2,5.5,1.3,40.6,38.9,5.8,4.0,75.7,0.0
1041-RXHRA,California,Guatay,41,Fiber optic,No,Month-to-month,70.25,2868.05,Yes,1,3407,Attitude of support person,0.598,76.5,5.0,77.5,-0.3,0.6,71.9,8.0,2.3,15.7,62.0,3.0,1.1,17.2,24.1,21.0,-4.9,78.5,0.0
1750-CSKKM,California,Imperial Beach,9,DSL,No,Month-to-month,55.35,449.75,Yes,1,2688,Attitude of support person,-0.281,,-0.8,66.3,1.3,0.8,56.4,2.9,2.7,14.9,53.4,1.6,1.0,27.4,13.3,-10.0,-0.8,64.9,4.5
7142-HVGBG,California,Mount Laguna,43,Fiber optic,No,Month-to-month,103.0,4414.3,Yes,1,2505,Attitude of service provider,-1.132,48.2,0.9,65.1,2.6,1.9,66.6,9.6,-0.8,26.2,,3.2,0.9,29.7,61.3,-1.3,3.0,52.9,4.3
8267-ZNYVZ,California,Spring Valley,33,Fiber optic,Yes,One year,103.75,3361.05,Yes,1,3824,Attitude of service provider,0.537,72.7,-1.1,84.7,1.3,1.1,73.1,12.9,0.8,13.1,75.9,0.7,2.9,4.5,35.3,-4.7,8.0,79.7,4.5
6457-GIRWB,California,Carlsbad,1,Fiber optic,No,Month-to-month,69.35,69.35,Yes,1,2843,Attitude of service provider,0.148,51.3,3.3,67.5,3.3,0.0,44.1,8.8,2.1,15.4,76.8,1.0,2.9,31.9,45.1,4.4,0.9,60.4,0.0
1450-SKCVI,California,Del Mar,56,Fiber optic,No,Month-to-month,73.85,4092.85,Yes,1,5276,Attitude of support person,0.091,61.6,-11.1,76.1,1.0,1.0,67.2,1.2,1.1,9.2,75.6,4.1,1.4,32.6,45.3,-4.7,-10.0,53.7,5.1
5570-PTWEH,California,Encinitas,3,Fiber optic,No,Month-to-month,75.15,216.75,Yes,1,2270,Attitude of support person,-0.174,,-10.4,89.4,-1.6,0.1,33.5,3.6,2.3,19.9,91.3,4.4,2.0,41.5,5.3,-5.3,-1.8,63.0,0.8
6502-MJQAE,California,Escondido,1,Fiber optic,No,Month-to-month,69.6,69.6,Yes,1,2072,Attitude of support person,-0.636,57.3,-20.9,74.7,-0.0,-1.2,62.0,3.9,1.1,2.5,43.2,0.7,-0.6,42.3,61.0,-12.2,-14.0,64.2,0.9
7693-LCKZL,California,Julian,5,Fiber optic,No,Month-to-month,80.15,385.0,Yes,1,5124,Attitude of service provider,1.018,71.3,0.2,69.0,1.6,1.7,62.2,4.0,0.3,12.6,54.2,1.6,-0.6,9.3,12.6,5.6,10.6,58.8,0.0
0032-PGELS,California,Palomar Mountain,1,DSL,No,Month-to-month,30.5,30.5,Yes,1,5171,Attitude of service provider,-1.236,47.8,-10.6,92.6,2.1,0.7,53.1,2.5,4.9,9.3,56.7,2.9,1.4,20.4,61.9,7.9,1.8,72.3,0.0
6797-LNAQX,California,Poway,70,Fiber optic,No,Two year,98.3,6859.5,Yes,1,4794,Attitude of service provider,-0.03,85.4,-8.2,93.3,0.3,1.4,64.4,6.6,1.3,13.9,63.1,6.8,0.0,27.7,12.0,-10.2,-7.2,97.6,0.0
6394-MFYNG,California,Solana Beach,48,Fiber optic,No,Month-to-month,107.4,5121.3,Yes,1,4956,Attitude of support person,-0.04,72.4,0.5,80.6,5.4,0.2,63.6,7.8,2.0,17.0,67.1,-1.0,2.7,37.7,41.2,-18.2,0.6,71.5,0.0
1564-NTYXF,California,San Marcos,13,Fiber optic,No,Month-to-month,82.0,1127.2,Yes,1,3363,Attitude of support person,0.516,91.0,-3.3,90.6,3.3,-0.1,85.8,11.7,5.0,10.4,81.9,7.3,0.3,26.3,18.8,5.3,3.1,64.5,0.6
8155-IBNHG,California,San Diego,24,Fiber optic,No,Month-to-month,75.4,1747.85,Yes,1,2325,Attitude of support person,-1.626,56.0,-16.3,66.6,3.2,0.7,48.2,3.0,2.3,12.8,50.7,6.3,0.7,33.4,51.6,3.3,-6.7,72.7,4.7
0886-QGENL,California,San Diego,27,Fiber optic,No,Month-to-month,101.25,2754.45,Yes,1,4853,Attitude of service provider,-1.429,52.4,12.1,77.3,3.6,1.2,52.1,2.2,1.9,-2.9,72.6,-0.8,4.7,57.7,43.1,14.3,-14.9,83.1,4.6
8739-WWKDU,California,San Diego,25,Fiber optic,No,Month-to-month,89.5,2196.15,Yes,1,4849,Attitude of service provider,-2.124,76.3,-8.0,63.0,3.2,1.3,65.4,-2.8,2.3,7.1,,4.0,4.9,52.1,56.7,-9.6,-17.0,46.3,4.5
8685-WHQPW,California,San Diego,22,Fiber optic,No,Month-to-month,74.4,1692.6,Yes,1,2407,Attitude of service provider,-0.21,58.6,-9.9,61.4,0.4,1.1,88.2,6.8,2.6,-3.2,55.7,4.7,2.5,44.5,32.0,-3.5,5.0,67.0,0.5
4745-LSPLO,California,San Diego,1,No,No internet service,Month-to-month,20.5,20.5,Yes,1,3731,Attitude of support person,-1.439,56.8,-10.5,95.9,4.9,0.6,48.8,1.6,1.9,5.4,38.2,3.3,-0.4,46.1,37.4,-1.6,-2.9,75.0,0.4
8083-YTZES,California,San Diego,4,Fiber optic,No,Month-to-month,74.35,265.35,Yes,1,3622,Attitude of support person,-0.731,71.4,-5.0,58.8,4.1,0.9,45.9,3.7,2.3,26.3,5.9,3.6,3.7,25.2,62.8,-11.1,2.6,76.2,5.1
7240-FQLHE,California,San Diego,18,Fiber optic,Yes,Month-to-month,99.75,1836.25,Yes,1,5857,Attitude of support person,0.433,54.2,-1.8,80.5,-1.2,-0.1,55.1,4.2,1.8,13.5,40.0,8.2,3.0,41.7,53.3,-6.1,1.8,66.4,0.0
6664-FPDAC,California,San Diego,56,Fiber optic,Yes,One year,111.95,6418.9,Yes,1,4060,Attitude of service provider,-0.283,73.7,6.6,77.5,2.8,1.8,64.6,3.1,3.4,6.5,77.7,2.9,-0.7,66.6,70.9,4.6,-16.8,56.2,0.0
0786-VSSUD,California,San Diego,16,DSL,No,Month-to-month,39.0,679.85,Yes,1,5692,Attitude of service provider,-0.068,73.3,-2.5,80.6,2.9,-0.3,55.7,8.5,2.9,14.0,82.4,1.2,-1.5,42.6,35.8,-12.9,-0.5,74.3,0.0
3976-BWUCK,California,San Diego,30,Fiber optic,Yes,Month-to-month,94.1,2804.45,Yes,1,5255,Attitude of service provider,-0.377,79.9,10.2,73.3,2.0,0.1,28.7,4.9,-2.1,9.3,42.3,5.9,0.9,35.6,36.0,-11.1,-3.5,62.9,2.9
3585-ISXZP,California,Indio,8,Fiber optic,No,Month-to-month,95.65,778.1,Yes,1,5335,Attitude of support person,0.286,78.9,-4.0,76.1,5.5,0.2,79.4,12.4,3.4,3.4,81.9,0.2,1.7,15.2,33.9,-12.7,-6.8,40.2,1.8
6583-QGCSI,California,Indian Wells,50,Fiber optic,No,Month-to-month,88.05,4367.35,Yes,1,5813,Competitor made better offer,0.409,84.5,2.4,78.8,5.2,2.3,75.4,1.9,0.8,-1.4,29.0,4.7,3.0,24.0,19.4,-6.3,-18.3,73.3,0.0
4174-LPGTI,California,Beaumont,41,DSL,Yes,One year,66.5,2728.6,Yes,1,2517,Moved,-0.439,63.0,4.2,78.8,2.0,1.3,74.6,10.0,2.0,9.4,45.9,5.2,-0.8,45.4,16.3,-6.0,-17.5,74.9,2.5
2108-XWMPY,California,Cabazon,3,DSL,No,Month-to-month,35.45,106.85,Yes,1,2095,Moved,-0.537,53.4,5.1,73.6,2.3,0.1,77.0,2.9,-1.1,7.9,54.3,8.0,4.0,45.3,29.7,-5.6,-12.1,69.4,3.9
6304-IJFSQ,California,Calipatria,3,DSL,No,Month-to-month,49.9,130.1,Yes,1,5585,Moved,0.597,95.2,9.1,77.5,1.4,1.1,66.7,6.5,1.2,10.2,,3.9,-1.1,19.7,17.0,-1.7,0.3,92.1,9.7
0093-XWZFY,California,Desert Hot Springs,40,Fiber optic,No,Month-to-month,104.5,4036.85,Yes,1,2832,Competitor had better devices,0.259,49.8,-2.9,63.6,1.1,1.0,65.4,8.1,1.4,17.1,95.8,2.8,2.4,39.5,43.1,5.1,7.3,77.5,6.0
1980-KXVPM,California,El Centro,3,Fiber optic,No,Month-to-month,75.05,256.25,Yes,1,3553,Competitor offered higher download speeds,-1.685,40.5,-6.5,89.1,1.9,1.3,63.4,7.1,1.8,16.2,,5.0,2.2,31.5,62.8,-8.6,6.4,73.6,2.8
7703-ZEKEF,California,Heber,23,Fiber optic,No,Month-to-month,81.0,1917.1,Yes,1,5701,Competitor offered more data,0.38,75.5,-18.0,82.6,2.8,1.1,42.7,10.6,1.1,16.7,66.5,7.9,2.8,43.5,-3.2,-7.0,-5.0,89.6,4.7
0723-DRCLG,California,Holtville,1,Fiber optic,No,Month-to-month,74.45,74.45,Yes,1,2394,Competitor made better offer,-1.408,,-7.1,72.2,6.3,1.1,43.6,7.7,-2.4,4.9,72.8,4.9,2.6,49.1,32.2,-15.8,-1.6,94.0,9.7
5482-NUPNA,California,Imperial,4,DSL,Yes,Month-to-month,60.4,272.15,Yes,1,5730,Competitor had better devices,1.033,74.6,8.8,73.6,4.1,0.5,65.9,6.6,1.6,14.2,107.8,2.2,0.8,41.8,33.8,-1.5,5.4,82.5,0.0
1122-JWTJW,California,Ocotillo,1,Fiber optic,No,Month-to-month,70.65,70.65,Yes,1,3463,Competitor had better devices,0.564,81.7,6.1,68.0,3.2,-0.7,78.2,13.9,1.5,19.9,87.8,2.9,2.0,26.4,33.1,15.4,11.8,66.6,0.0
1699-HPSBG,California,Palm Springs,12,DSL,Yes,One year,59.8,727.8,Yes,1,4581,Competitor offered higher download speeds,0.267,44.2,-1.6,85.4,-1.7,1.6,52.7,8.6,3.0,17.6,47.5,4.4,0.2,42.4,29.2,1.1,14.1,77.1,5.5
8775-CEBBJ,California,Seeley,9,DSL,No,Month-to-month,44.2,403.35,Yes,1,2029,Competitor offered higher download speeds,-0.188,59.7,9.6,73.4,-0.6,0.4,46.7,-6.3,2.0,14.4,78.0,2.9,1.3,37.3,32.4,11.2,10.8,81.6,1.5
6894-LFHLY,California,Vidal,1,Fiber optic,No,Month-to-month,75.75,75.75,Yes,1,5571,Competitor offered higher download speeds,-0.589,,-6.1,79.6,4.4,-0.1,48.3,5.0,0.3,5.9,51.1,1.8,-0.1,42.6,46.0,-20.3,3.7,43.4,0.0
0639-TSIQW,California,White Water,67,Fiber optic,No,Month-to-month,102.95,6886.25,Yes,1,5620,Competitor offered more data,0.723,80.0,-4.7,65.1,4.4,0.1,72.1,5.5,2.7,20.3,92.2,1.4,2.0,32.3,36.4,-7.1,0.3,57.9,1.7
8361-LTMKD,California,Apple Valley,4,Fiber optic,No,Month-to-month,74.4,306.6,Yes,1,5839,Competitor offered more data,-0.718,44.3,-7.0,88.3,3.6,0.5,53.1,3.4,4.4,18.9,70.7,2.2,3.3,28.1,17.4,-18.7,-3.3,78.7,0.0
7590-VHVEG,California,Los Angeles,1,DSL,No,Month-to-month,29.85,29.85,No,0,3964,,-0.173,57.0,-6.6,88.6,0.9,-0.3,46.1,10.1,4.3,20.1,57.3,2.3,1.5,33.7,-8.3,0.2,2.8,70.7,0.0
5575-GNVDE,California,Los Angeles,34,DSL,No,One year,56.95,1889.5,No,0,3441,,0.888,84.3,8.6,83.0,2.9,0.6,56.9,10.5,0.0,37.5,98.2,0.3,0.6,30.2,13.8,8.3,3.0,78.2,4.0
7795-CFOCW,California,Los Angeles,45,DSL,Yes,One year,42.3,1840.75,No,0,4307,,-0.288,84.5,3.0,83.8,2.7,1.1,70.7,4.7,6.4,19.3,,2.3,0.6,17.1,38.0,8.3,-9.8,80.1,0.2
1452-KIOVK,California,Los Angeles,22,Fiber optic,No,Month-to-month,89.1,1949.4,No,0,4459,,-0.816,67.0,3.7,84.4,3.7,-1.0,67.4,12.5,4.0,20.8,75.9,2.8,4.4,39.8,21.1,5.1,-20.9,61.3,0.0
6713-OKOMC,California,Los Angeles,10,DSL,No,Month-to-month,29.75,301.9,No,0,2013,,-1.445,72.3,-5.2,61.1,-0.7,0.3,60.6,0.4,4.3,15.7,66.0,4.3,1.5,42.2,73.3,4.8,-19.3,69.6,2.1
6388-TABGU,California,Los Angeles,62,DSL,No,One year,56.15,3487.95,No,0,4529,,-0.718,75.9,-0.7,94.2,2.3,0.1,57.9,1.3,-0.3,12.1,61.8,1.0,-0.9,24.3,43.2,-2.3,-2.9,73.6,0.8
9763-GRSKD,California,Los Angeles,13,DSL,No,Month-to-month,49.95,587.45,No,0,5764,,-2.016,59.8,-19.1,77.0,5.4,0.7,68.7,0.3,0.8,1.6,71.8,8.0,2.6,41.9,30.4,-9.1,-5.7,82.1,3.2
7469-LKBCI,California,Los Angeles,16,No,No internet service,Two year,18.95,326.8,No,0,4726,,0.808,64.5,6.6,76.4,1.6,1.3,82.3,10.9,4.0,11.3,115.2,4.5,0.5,17.7,-15.2,-3.1,10.0,82.1,1.3
8091-TTVAX,California,Los Angeles,58,Fiber optic,No,One year,100.35,5681.1,No,0,6432,,1.94,90.6,7.9,77.0,1.6,-0.9,89.9,12.4,1.9,14.2,117.7,1.9,2.5,26.7,19.9,20.5,11.1,52.6,0.3
5129-JLPIS,California,Los Angeles,25,Fiber optic,Yes,Month-to-month,105.5,2686.05,No,0,5822,,1.199,87.1,-2.6,94.9,0.6,1.1,85.2,6.5,4.1,9.2,79.5,3.0,0.2,12.6,-2.4,11.9,14.8,46.5,5.8
3655-SNQYZ,California,Los Angeles,69,Fiber optic,Yes,Two year,113.25,7895.15,No,0,5141,,-0.924,,-1.6,78.7,2.1,0.4,89.5,4.0,4.7,10.5,35.2,0.8,-0.5,49.3,19.6,-4.3,-2.6,65.2,0.0
8191-XWSZG,California,Los Angeles,52,No,No internet service,One year,20.65,1022.95,No,0,5186,,0.882,81.8,2.4,88.6,3.0,1.2,60.6,9.2,2.5,16.9,71.7,0.4,2.6,40.0,1.4,5.0,16.0,85.6,5.3
9959-WOFKT,California,Los Angeles,71,Fiber optic,No,Two year,106.7,7382.25,No,0,4479,,1.857,69.3,19.3,87.9,-0.9,-0.5,77.2,6.5,6.3,27.6,89.0,-0.2,0.2,29.9,-15.6,15.9,15.9,65.3,2.1
4183-MYFRB,California,Los Angeles,21,Fiber optic,No,Month-to-month,90.05,1862.9,No,0,5982,,-0.675,77.9,-7.6,67.5,0.5,0.1,60.4,10.0,3.3,4.7,75.0,-0.1,0.4,55.6,18.3,-6.0,-6.5,97.9,5.0
1680-VDCWW,California,Los Angeles,12,No,No internet service,One year,19.8,202.25,No,0,5279,,0.007,73.3,4.1,85.4,0.6,0.2,90.8,14.1,-0.4,21.0,89.2,1.6,3.7,46.1,12.5,4.0,14.9,56.4,2.1
3638-WEABW,California,Los Angeles,58,DSL,Yes,Two year,59.9,3505.1,No,0,6407,,-1.362,60.2,-9.7,72.8,2.2,1.6,54.8,5.0,0.4,13.3,77.7,8.6,1.5,46.8,18.1,-4.1,-5.9,59.8,3.0
6322-HRPFA,California,Los Angeles,49,DSL,Yes,Month-to-month,59.6,2970.3,No,0,4986,,0.291,71.3,-1.3,81.2,-1.4,0.3,60.0,9.7,4.5,18.1,88.5,2.4,-0.1,46.4,8.4,12.9,2.6,63.9,3.1
6865-JZNKO,California,Los Angeles,30,DSL,No,Month-to-month,55.3,1530.6,No,0,2725,,-1.176,58.7,0.4,99.3,3.2,0.7,60.4,6.4,0.2,11.2,,6.9,2.7,33.2,63.8,-4.4,-2.4,60.4,6.3
5248-YGIJN,California,Los Angeles,72,DSL,Yes,Two year,90.25,6369.45,No,0,5974,,0.805,88.3,2.5,92.2,0.5,0.5,78.1,14.6,4.7,31.4,71.6,5.0,1.6,18.5,28.5,9.9,11.8,61.7,3.1
3841-NFECX,California,Los Angeles,71,Fiber optic,Yes,Two year,96.35,6766.95,No,0,5309,,-0.849,51.7,-0.7,86.1,3.2,-0.2,83.6,14.2,3.1,7.2,52.1,1.1,2.4,44.8,26.2,-8.8,16.4,74.8,0.0
4929-XIHVW,California,Los Angeles,2,Fiber optic,No,Month-to-month,95.5,181.65,No,0,4449,,0.121,62.0,4.4,107.9,-2.1,0.5,65.4,6.6,3.1,11.1,79.7,2.4,2.5,27.1,-9.9,-6.6,-5.4,72.3,2.7
6827-IEAUQ,California,Los Angeles,27,DSL,Yes,One year,66.15,1874.45,No,0,3213,,1.064,75.1,1.3,88.4,2.0,-0.5,67.3,9.7,2.2,18.2,95.5,0.6,-2.2,35.0,22.9,-4.6,17.0,59.9,5.3
7310-EGVHZ,California,Los Angeles,1,No,No internet service,Month-to-month,20.2,20.2,No,0,5526,,-1.126,,4.8,76.9,4.2,1.7,47.9,9.5,2.4,14.8,84.7,5.5,2.5,25.2,63.8,6.0,14.9,72.9,5.5
3413-BMNZE,California,Los Angeles,1,DSL,No,Month-to-month,45.25,45.25,No,0,3144,,-1.457,78.1,-4.5,67.6,3.0,1.0,54.6,6.9,4.4,12.8,25.3,4.8,1.7,28.1,64.6,2.3,10.1,64.1,0.9
6234-RAAPL,California,Los Angeles,72,Fiber optic,Yes,Two year,99.9,7251.7,No,0,5915,,-1.398,46.1,-2.8,70.1,2.3,1.1,101.6,2.0,1.2,11.0,73.4,7.3,1.7,18.2,30.6,8.0,-10.0,80.7,0.3
6572-ADKRS,California,Los Angeles,46,Fiber optic,No,Month-to-month,74.8,3548.3,No,0,3395,,-0.314,,3.4,58.5,2.9,-1.2,74.5,0.1,3.4,17.7,56.1,3.2,0.3,17.2,30.5,5.9,13.2,75.4,0.0
8865-TNMNX,California,Los Angeles,10,DSL,No,One year,49.55,475.7,No,0,2392,,-0.647,86.0,1.5,85.6,3.8,1.0,75.5,4.4,5.4,17.4,80.1,4.8,0.6,36.2,7.0,0.8,2.5,78.3,4.6
9489-DEDVP,California,Los Angeles,70,DSL,No,Two year,69.2,4872.35,No,0,4715,,-0.931,54.2,3.7,63.9,2.8,0.4,63.9,7.7,2.5,12.2,52.1,1.9,1.0,16.6,34.0,-3.4,-13.4,72.7,4.4
9867-JCZSP,California,Los Angeles,17,No,No internet service,One year,20.75,418.25,No,0,3646,,0.372,45.1,5.0,90.8,2.0,-0.9,75.5,6.9,2.0,28.5,88.9,-1.1,0.8,15.3,31.0,11.2,-6.9,70.4,6.5
4671-VJLCL,California,Los Angeles,63,DSL,Yes,Two year,79.85,4861.45,No,0,4595,,0.132,,5.4,80.3,3.9,0.3,84.1,3.8,1.8,18.2,65.3,3.8,-2.1,18.8,29.7,7.2,-10.5,74.2,0.2
